date,callsign,flight_number,icao_address,ac_type_icao,aircraft_role,tail_number,airline_icao,airline_iata,airline_name,departure_airport_icao,arrival_airport_icao,departure_airport_iata,arrival_airport_iata,departure_scheduled_time,arrival_scheduled_time
2022-01-27,ASL69B,JU311,4C01E7,A320,PAX,YU-APH,ASL,JU,Air Serbia,LFPG,LYBE,CDG,BEG,2022-11-01 09:10:00.000000 UTC,2022-11-01 11:30:00.000000 UTC
2022-01-28,RYR7MA,FR2367,4CA622,B738,PAX,EI-DWV,RYR,FR,Ryanair,LZKZ,EGSS,KSC,STN,2022-11-01 10:05:00.000000 UTC,2022-11-01 12:40:00.000000 UTC
2022-01-29,SAS1787,SK1787,4CA6F8,CRJ9,PAX,EI-FPH,BCY,WX,CityJet,EETN,EKCH,TLL,CPH,2022-11-01 13:40:00.000000 UTC,2022-11-01 15:15:00.000000 UTC
2022-01-30,RYR7RV,FR6717,4CA76A,B738,PAX,EI-EFO,RYR,FR,Ryanair,LEMD,LBSF,MAD,SOF,2022-11-01 11:45:00.000000 UTC,2022-11-01 15:15:00.000000 UTC
2022-01-31,RYR92LB,FR8144,4CA802,B738,PAX,EI-EKD,RYR,FR,Ryanair,EGGW,EIKN,LTN,NOC,2022-11-01 12:35:00.000000 UTC,2022-11-01 14:00:00.000000 UTC
2022-02-01,RYR5XR,FR4440,4CA805,B738,PAX,EI-EKG,RYR,FR,Ryanair,EGGD,LEVC,BRS,VLC,2022-11-01 07:25:00.000000 UTC,2022-11-01 09:40:00.000000 UTC
2022-02-02,RYR2UF,FR8841,4CA80C,B738,PAX,EI-EKL,RYR,FR,Ryanair,LEBL,LEIB,BCN,IBZ,2022-11-01 09:40:00.000000 UTC,2022-11-01 10:45:00.000000 UTC
2022-02-03,RYR7DT,FR4380,4CA8E5,B738,PAX,EI-ENS,RYR,FR,Ryanair,LFOB,EETN,BVA,TLL,2022-11-01 15:00:00.000000 UTC,2022-11-01 17:55:00.000000 UTC
2022-02-04,NOS2041,NO2041,4CA9A1,B38M,PAX,EI-RZB,NOS,NO,Neos,HESH,LIRF,SSH,FCO,2022-11-01 13:40:00.000000 UTC,2022-11-01 17:50:00.000000 UTC
2022-02-05,SAS1874,SK1874,4CACC9,CRJ9,PAX,EI-FPU,BCY,WX,CityJet,EKCH,ENZV,CPH,SVG,2022-11-01 16:00:00.000000 UTC,2022-11-01 17:15:00.000000 UTC
2022-02-06,LGL9732,LG9732,4D00D7,DH8D,PAX,LX-LQC,LGL,LG,Luxair,EDDM,ELLX,MUC,LUX,2022-11-01 07:45:00.000000 UTC,2022-11-01 08:55:00.000000 UTC
2022-02-07,RYR1VL,FR5801,4D221A,B738,PAX,9H-QBQ,MAY,AL,Malta Airlines,LICC,LIRF,CTA,FCO,2022-11-01 16:05:00.000000 UTC,2022-11-01 17:30:00.000000 UTC
2022-02-08,RYR40JC,FR8045,4D221F,B738,PAX,9H-QEI,MAY,AL,Malta Airlines,LIRZ,LICJ,PEG,PMO,2022-11-01 13:55:00.000000 UTC,2022-11-01 15:05:00.000000 UTC
2022-02-09,RYR5NL,FR3140,4D2232,B738,PAX,9H-QBX,MAY,AL,Malta Airlines,LEBL,LIPZ,BCN,VCE,2022-11-01 12:45:00.000000 UTC,2022-11-01 14:45:00.000000 UTC
2022-02-10,RYR8UP,FR4888,4D2232,B738,PAX,9H-QBX,MAY,AL,Malta Airlines,LIBD,LIPZ,BRI,VCE,2022-11-01 21:20:00.000000 UTC,2022-11-01 22:40:00.000000 UTC
2022-02-11,RYR41JK,FR4456,4D224D,B738,PAX,9H-QEL,MAY,AL,Malta Airlines,EDDK,LIRF,CGN,FCO,2022-11-01 18:05:00.000000 UTC,2022-11-01 20:05:00.000000 UTC
2022-02-12,RYR9586,FR9586,4D2258,B738,PAX,9H-QCW,MAY,AL,Malta Airlines,LIRP,LICJ,PSA,PMO,2022-11-01 15:40:00.000000 UTC,2022-11-01 17:00:00.000000 UTC
2022-02-13,RYR448R,FR4480,4D2261,B738,PAX,9H-QBV,MAY,AL,Malta Airlines,EYVI,EDDN,VNO,NUE,2022-11-01 11:50:00.000000 UTC,2022-11-01 13:55:00.000000 UTC
2022-02-14,RYR5GB,FR2396,4D226F,B738,PAX,9H-QBG,MAY,AL,Malta Airlines,LIPE,EGSS,BLQ,STN,2022-11-01 05:20:00.000000 UTC,2022-11-01 07:40:00.000000 UTC
2022-02-15,RYR9EU,FR5984,4D22FF,B38M,PAX,9H-VUA,MAY,AL,Malta Airlines,LIME,LEMD,BGY,MAD,2022-11-01 17:15:00.000000 UTC,2022-11-01 19:40:00.000000 UTC
2022-02-16,BTI6D9,BT619,502D0C,BCS3,PAX,YL-AAP,BTI,BT,Air Baltic,EVRA,EHAM,RIX,AMS,2022-11-01 14:50:00.000000 UTC,2022-11-01 17:15:00.000000 UTC
2022-02-17,TAP1060,TP1060,511101,AT76,PAX,ES-ATG,EST, EE ,Nordica,LPPT,LEBB,LIS,BIO,2022-11-01 14:05:00.000000 UTC,2022-11-01 16:10:00.000000 UTC
2022-02-18,KAC354,KU354,706026,A320,PAX,9K-AKF,KAC,KU,Kuwait Airways,VOBL,OKBK,BLR,KWI,2022-11-01 23:25:00.000000 UTC,2022-11-02 05:00:00.000000 UTC
2022-02-19,KAC741,KU741,706027,A320,PAX,9K-AKG,KAC,KU,Kuwait Airways,OKBK,OEDF,KWI,DMM,2022-11-01 07:40:00.000000 UTC,2022-11-01 08:35:00.000000 UTC
2022-02-20,KAC784,KU784,70606A,A20N,PAX,9K-AKQ,KAC,KU,Kuwait Airways,OEJN,OKBK,JED,KWI,2022-11-01 00:10:00.000000 UTC,2022-11-01 02:10:00.000000 UTC
2022-02-21,JZR732,J9732,70620B,A320,PAX,9K-CAJ,JZR,J9,Jazeera Airways,HECA,OKBK,CAI,KWI,2022-11-01 11:00:00.000000 UTC,2022-11-01 13:35:00.000000 UTC
2022-02-22,RNA409,RA409,70AA75,A332,PAX,9N-ALY,RNA,RA,Nepal Airlines,VNKT,VHHH,KTM,HKG,2022-11-01 05:20:00.000000 UTC,2022-11-01 09:45:00.000000 UTC
2022-02-23,OMS757,OV757,70C10A,A20N,PAX,A4O-OVE,OMS,OV,Salam Air,OOMS,VOTV,MCT,TRV,2022-11-01 18:50:00.000000 UTC,2022-11-01 22:30:00.000000 UTC
2022-02-24,SVA1029,SV1029,71004C,A333,PAX,HZ-AQC,SVA,SV,Saudia,OERK,OEJN,RUH,JED,2022-11-01 08:00:00.000000 UTC,2022-11-01 09:55:00.000000 UTC
2022-02-25,SVA1890,SV1890,7100B2,A321,PAX,HZ-ASV,SVA,SV,Saudia,OERK,OESH,RUH,SHW,2022-11-01 17:10:00.000000 UTC,2022-11-01 19:00:00.000000 UTC
2022-02-26,SVA374,SV374,7103D7,B789,PAX,HZ-ARF,SVA,SV,Saudia,GMMN,OERK,CMN,RUH,2022-11-01 19:30:00.000000 UTC,2022-11-02 02:00:00.000000 UTC
2022-02-27,SVA1331,SV1331,710501,A320,PAX,HZ-AS79,SVA,SV,Saudia,OERK,OEHL,RUH,HAS,2022-11-01 00:25:00.000000 UTC,2022-11-01 01:50:00.000000 UTC
2022-02-28,KNE92,XY92,7105BB,A20N,PAX,HZ-NS27,KNE,XY,flynas,OEAB,OERK,AHB,RUH,2022-11-01 18:15:00.000000 UTC,2022-11-01 19:50:00.000000 UTC
2022-03-01,AAR244,OZ244,71BC15,B744,CAR,HL7415,AAR,OZ,Asiana Airlines,KDFW,KSEA,DFW,SEA,2022-11-01 11:30:00.000000 UTC,2022-11-01 15:30:00.000000 UTC
2022-03-02,KAL313,KE313,71BE09,B748,CAR,HL7609,KAL,KE,Korean Air,RKSI,VHHH,ICN,HKG,2022-11-01 13:25:00.000000 UTC,2022-11-01 17:10:00.000000 UTC
2022-03-03,JNA329,LJ329,71BF57,B738,PAX,HL7757,JNA,LJ,JIN AIR,RKSS,RKPC,GMP,CJU,2022-11-01 12:00:00.000000 UTC,2022-11-01 13:10:00.000000 UTC
2022-03-04,JJA2955,7C2955,71C087,B738,PAX,HL8087,JJA,7C,Jeju Air,RKPK,VVDN,PUS,DAD,2022-11-01 00:35:00.000000 UTC,2022-11-01 05:30:00.000000 UTC
2022-03-05,JJA514,7C514,71C234,B738,PAX,HL8234,JJA,7C,Jeju Air,RKPC,RKPK,CJU,PUS,2022-11-01 10:00:00.000000 UTC,2022-11-01 11:00:00.000000 UTC
2022-03-06,JNA432,LJ432,71C244,B738,PAX,HL8244,JNA,LJ,JIN AIR,RKPC,RKNW,CJU,WJU,2022-11-01 00:30:00.000000 UTC,2022-11-01 01:45:00.000000 UTC
2022-03-07,JJA151,7C151,71C302,B738,PAX,HL8302,JJA,7C,Jeju Air,RKSS,RKPC,GMP,CJU,2022-11-01 21:45:00.000000 UTC,2022-11-01 22:55:00.000000 UTC
2022-03-08,JJA3102,7C3102,71C304,B738,PAX,HL8304,JJA,7C,Jeju Air,RKSI,PGUM,ICN,GUM,2022-11-01 01:05:00.000000 UTC,2022-11-01 05:25:00.000000 UTC
2022-03-09,AAR542,OZ542,71C361,A359,PAX,HL8361,AAR,OZ,Asiana Airlines,EDDF,RKSI,FRA,ICN,2022-11-01 16:35:00.000000 UTC,2022-11-02 04:15:00.000000 UTC
2022-03-10,AAR112,OZ112,71C398,A21N,PAX,HL8398,AAR,OZ,Asiana Airlines,RKSI,RJBB,ICN,KIX,2022-10-31 23:45:00.000000 UTC,2022-11-01 01:30:00.000000 UTC
2022-03-11,IRM113,W5113,7335A1,A343,PAX,EP-MMA,IRM,W5,Mahan Air,LTFM,OIIE,IST,IKA,2022-11-01 08:00:00.000000 UTC,2022-11-01 11:00:00.000000 UTC
2022-03-12,ELY006,LY6,7380C2,B789,PAX,4X-EDC,ELY,LY,El Al Israel Airlines,KLAX,LLBG,LAX,TLV,2022-10-31 22:00:00.000000 UTC,2022-11-01 12:00:00.000000 UTC
2022-03-13,MAS2607,MH2607,75021F,B738,PAX,9M-MXU,MAS,MH,Malaysia Airlines,WBKK,WMKK,BKI,KUL,2022-11-01 08:05:00.000000 UTC,2022-11-01 10:45:00.000000 UTC
2022-03-14,MAS751,MH751,75025C,A333,PAX,9M-MTI,MAS,MH,Malaysia Airlines,VVTS,WMKK,SGN,KUL,2022-11-01 04:00:00.000000 UTC,2022-11-01 06:10:00.000000 UTC
2022-03-15,MAS2521,MH2521,750319,B738,PAX,9M-MLS,MAS,MH,Malaysia Airlines,WBGG,WMKK,KCH,KUL,2022-11-01 07:20:00.000000 UTC,2022-11-01 09:10:00.000000 UTC
2022-03-16,MXD540,OD540,75041E,B38M,PAX,9M-LRC,MXD,OD,Batik Air Malaysia,WMKK,VTSP,KUL,HKT,2022-11-01 04:00:00.000000 UTC,2022-11-01 05:30:00.000000 UTC
2022-03-17,AXM6273,AK6273,7504B1,A20N,PAX,9M-RAR,AXM,AK,AirAsia,WBKW,WBKK,TWU,BKI,2022-11-01 13:45:00.000000 UTC,2022-11-01 14:35:00.000000 UTC
2022-03-18,GAP2365,2P2365,7580B3,A320,PAX,RP-C8615,GAP,2P,PAL Express,RPVM,RPMD,CEB,DVO,2022-11-01 10:10:00.000000 UTC,2022-11-01 11:20:00.000000 UTC
2022-03-19,GAP2939,2P2939,75824E,A320,PAX,RP-C8397,GAP,2P,PAL Express,RPME,RPLL,BXU,MNL,2022-11-01 07:40:00.000000 UTC,2022-11-01 09:10:00.000000 UTC
2022-03-20,CEB773,5J773,7582B3,A320,PAX,RP-C3272,CEB,5J,Cebu Pacific Air,RPLL,RPMP,MNL,PAG,2022-11-01 05:25:00.000000 UTC,2022-11-01 07:15:00.000000 UTC
2022-03-21,PAL1782,PR1782,758304,A320,PAX,RP-C9903,PAL,PR,Philippine Airlines,RPVP,RPLL,PPS,MNL,2022-11-01 23:20:00.000000 UTC,2022-11-02 00:40:00.000000 UTC
2022-03-22,CEB628,5J628,758322,A320,PAX,RP-C3276,CEB,5J,Cebu Pacific Air,RPVD,RPLL,DGT,MNL,2022-11-01 23:35:00.000000 UTC,2022-11-02 01:05:00.000000 UTC
2022-03-23,CEB206,5J206,7583A1,A320,PAX,RP-C4100,CEB,5J,Cebu Pacific Air,RPMY,RPVM,CGY,CEB,2022-11-01 05:35:00.000000 UTC,2022-11-01 06:25:00.000000 UTC
2022-03-24,PAL1134,PR1134,7583A8,A321,PAX,RP-C9919,PAL,PR,Philippine Airlines,RPVB,RPLL,BCD,MNL,2022-11-01 06:15:00.000000 UTC,2022-11-01 07:30:00.000000 UTC
2022-03-25,PAL113,PR113,7583EC,B77W,PAX,RP-C7779,PAL,PR,Philippine Airlines,KLAX,RPLL,LAX,MNL,2022-10-31 19:15:00.000000 UTC,2022-11-01 10:55:00.000000 UTC
2022-03-26,PAL466,PR466,7583ED,A321,PAX,RP-C9926,PAL,PR,Philippine Airlines,RPLL,RKSI,MNL,ICN,2022-11-01 17:00:00.000000 UTC,2022-11-01 21:00:00.000000 UTC
2022-03-27,SRQ6738,DG6738,758543,AT76,PAX,RP-C7288,SRQ,DG,Cebgo,RPMD,RPMY,DVO,CGY,2022-11-01 11:30:00.000000 UTC,2022-11-01 12:35:00.000000 UTC
2022-03-28,PAL110,PR110,7585DD,A21N,PAX,RP-C9938,PAL,PR,Philippine Airlines,RPLL,PGUM,MNL,GUM,2022-11-01 14:05:00.000000 UTC,2022-11-01 17:55:00.000000 UTC
2022-03-29,CEB115,5J115,7586B0,A21N,PAX,RP-C4126,CEB,5J,Cebu Pacific Air,VHHH,RPLL,HKG,MNL,2022-11-01 14:05:00.000000 UTC,2022-11-01 16:20:00.000000 UTC
2022-03-30,PIA179,PK179,7609B8,A320,PAX,AP-BMX,PIA,PK,Pakistan International Airlines,OPST,OMDB,SKT,DXB,2022-11-01 19:15:00.000000 UTC,2022-11-01 23:00:00.000000 UTC
2022-03-31,TGW17,TR17,76BD42,B789,PAX,9V-OJB,TGW,TR,Scoot,YPPH,WSSS,PER,SIN,2022-11-01 13:15:00.000000 UTC,2022-11-01 18:20:00.000000 UTC
2022-04-01,SIA7969,SQ7969,76CCCF,B744,CAR,9V-SFO,SIA,SQ,Singapore Airlines,VABB,WSSS,BOM,SIN,2022-11-01 22:35:00.000000 UTC,2022-11-02 03:55:00.000000 UTC
2022-04-02,SIA242,SQ242,76CD02,A359,PAX,9V-SHB,SIA,SQ,Singapore Airlines,YSSY,WSSS,SYD,SIN,2022-11-01 08:10:00.000000 UTC,2022-11-01 16:20:00.000000 UTC
2022-04-03,SIA27,SQ27,76CD44,A359,PAX,9V-SJD,SIA,SQ,Singapore Airlines,KSEA,WSSS,SEA,SIN,2022-11-01 16:45:00.000000 UTC,2022-11-02 09:40:00.000000 UTC
2022-04-04,TGW540,TR540,76D255,A320,PAX,9V-TRU,TGW,TR,Scoot,WSSS,VOCB,SIN,CJB,2022-11-01 10:20:00.000000 UTC,2022-11-01 15:15:00.000000 UTC
2022-04-05,ALK 165.00,UL165,770451,A321,PAX,4R-ABQ,ALK,UL,SriLankan Airlines,VCBI,VOCI,CMB,COK,2022-11-01 02:35:00.000000 UTC,2022-11-01 03:45:00.000000 UTC
2022-04-06,CES5801,MU5801,780457,B738,PAX,B-1308,CES,MU,China Eastern Airlines,ZPPP,ZSSS,KMG,SHA,2022-11-01 00:00:00.000000 UTC,2022-11-01 02:55:00.000000 UTC
2022-04-07,CES5109,MU5109,7804B4,A321,PAX,B-6367,CES,MU,China Eastern Airlines,ZSSS,ZBAA,SHA,PEK,2022-11-01 04:00:00.000000 UTC,2022-11-01 06:20:00.000000 UTC
2022-04-08,CSN3625,CZ3625,7804C5,A321,PAX,B-6379,CSN,CZ,China Southern Airlines,ZGSZ,ZSSS,SZX,SHA,2022-10-31 23:30:00.000000 UTC,2022-11-01 01:40:00.000000 UTC
2022-04-09,CUA5752,KN5752,7805BD,B737,PAX,B-5262,CUA,KN,China United Airlines,ZSWZ,ZGFS,WNZ,FUO,2022-11-01 00:05:00.000000 UTC,2022-11-01 02:15:00.000000 UTC
2022-04-10,CSC3603,3U3603,7806A9,A321,PAX,B-6718,CSC,3U,Sichuan Airlines,ZGNN,ZSCG,NNG,CZX,2022-10-31 23:45:00.000000 UTC,2022-11-01 02:35:00.000000 UTC
2022-04-11,GCR6576,GS6576,7807B6,E190,PAX,B-3181,GCR,GS,Tianjin Airlines,ZLXY,ZGCJ,XIY,HJJ,2022-11-01 09:55:00.000000 UTC,2022-11-01 12:15:00.000000 UTC
2022-04-12,CXA8090,MF8090,7808D1,B738,PAX,B-5655,CXA,MF,Xiamen Airlines,ZYTL,ZSSH,DLC,HIA,2022-11-01 01:25:00.000000 UTC,2022-11-01 03:00:00.000000 UTC
2022-04-13,CQH8859,9C8859,780927,A320,PAX,B-6931,CQH,9C,Spring Airlines,ZSPD,ZYHB,PVG,HRB,2022-10-31 23:30:00.000000 UTC,2022-11-01 02:25:00.000000 UTC
2022-04-14,CHH7345,HU7345,780980,B738,PAX,B-5709,CHH,HU,Hainan Airlines,ZJSY,ZGNN,SYX,NNG,2022-11-01 09:35:00.000000 UTC,2022-11-01 11:00:00.000000 UTC
2022-04-15,CRK779,HX779,780AA7,A320,PAX,B-LPQ,CRK,HX,Hong Kong Airlines,VHHH,VTBS,HKG,BKK,2022-11-01 15:00:00.000000 UTC,2022-11-01 17:35:00.000000 UTC
2022-04-16,CES2808,MU2808,780C26,A319,PAX,B-6457,CES,MU,China Eastern Airlines,ZGGG,ZSNJ,CAN,NKG,2022-11-01 10:05:00.000000 UTC,2022-11-01 12:30:00.000000 UTC
2022-04-17,CSN3798,CZ3798,780D3F,A321,PAX,B-1616,CSN,CZ,China Southern Airlines,ZSHC,ZGSZ,HGH,SZX,2022-11-01 06:55:00.000000 UTC,2022-11-01 09:20:00.000000 UTC
2022-04-18,CXA8541,MF8541,7.8E+51,B738,PAX,B-6489,CXA,MF,Xiamen Airlines,ZSFZ,ZSSS,FOC,SHA,2022-11-01 03:30:00.000000 UTC,2022-11-01 05:05:00.000000 UTC
2022-04-19,CES6338,MU6338,780F40,A321,PAX,B-8396,CES,MU,China Eastern Airlines,ZYHB,ZSSS,HRB,SHA,2022-11-01 11:35:00.000000 UTC,2022-11-01 14:30:00.000000 UTC
2022-04-20,CXA8043,MF8043,781208,B738,PAX,B-1300,CXA,MF,Xiamen Airlines,ZSHC,ZYCC,HGH,CGQ,2022-11-01 01:35:00.000000 UTC,2022-11-01 04:25:00.000000 UTC
2022-04-21,CSZ9316,ZH9316,781225,A333,PAX,B-8865,CSZ,ZH,Shenzhen Airlines,ZJHK,ZGSZ,HAK,SZX,2022-11-01 15:15:00.000000 UTC,2022-11-01 16:35:00.000000 UTC
2022-04-22,CBJ5172,JD5172,78137A,A20N,PAX,B-1245,CBJ,JD,Beijing Capital Airlines,ZUTF,ZSHC,TFU,HGH,2022-11-01 05:25:00.000000 UTC,2022-11-01 08:05:00.000000 UTC
2022-04-23,OKA2787,BK2787,7813DF,B739,PAX,B-1291,OKA,BK,OKair,ZGGG,ZBTJ,CAN,TSN,2022-10-31 22:55:00.000000 UTC,2022-11-01 01:45:00.000000 UTC
2022-04-24,CES275,MU275,781652,B789,PAX,B-209N,CES,MU,China Eastern Airlines,ZPPP,RJAA,KMG,NRT,2022-11-01 00:05:00.000000 UTC,2022-11-01 05:10:00.000000 UTC
2022-04-25,CQH8723,9C8723,781842,A20N,PAX,B-30CN,CQH,9C,Spring Airlines,ZSPD,ZHSY,PVG,WDS,2022-11-01 09:25:00.000000 UTC,2022-11-01 11:55:00.000000 UTC
2022-04-26,GCR6456,GS6456,781A78,A20N,PAX,B-320X,GCR,GS,Tianjin Airlines,ZJHK,ZUGY,HAK,KWE,2022-11-01 14:10:00.000000 UTC,2022-11-01 16:05:00.000000 UTC
2022-04-27,CPA925,CX925,789213,A35K,PAX,B-LXA,CPA,CX,Cathay Pacific Airways,VHHH,RPVM,HKG,CEB,2022-11-01 08:05:00.000000 UTC,2022-11-01 10:55:00.000000 UTC
2022-04-28,CPA797,CX797,789233,A359,PAX,B-LQA,CPA,CX,Cathay Pacific Airways,VHHH,WIII,HKG,CGK,2022-11-01 11:05:00.000000 UTC,2022-11-01 15:55:00.000000 UTC
2022-04-29,CXA8154,MF8154,7BB13A,B737,PAX,B-5219,CXA,MF,Xiamen Airlines,ZBYN,ZSAM,TYN,XMN,2022-11-01 12:05:00.000000 UTC,2022-11-01 14:50:00.000000 UTC
2022-04-30,UTY9811,QQ9811,7C5351,F70,PAX,VH-QQR,UTY,QQ,Alliance Airlines,YGLA,YBBN,GLT,BNE,2022-11-01 08:20:00.000000 UTC,2022-11-01 09:20:00.000000 UTC
2022-05-01,JST563,JQ563,7C6B41,A320,PAX,VH-VGZ,JST,JQ,Jetstar Airways,YBBN,YMML,BNE,MEL,2022-11-01 21:20:00.000000 UTC,2022-11-01 23:45:00.000000 UTC
2022-05-02,VOZ1380,VA1380,7C6D37,B738,PAX,VH-VUX,VOZ,VA,Virgin Australia,YMML,YMLT,MEL,LST,2022-11-01 09:10:00.000000 UTC,2022-11-01 10:15:00.000000 UTC
2022-05-03,QFA1092,QF1092,7C6D9D,B738,PAX,VH-VXR,QFA,QF,Qantas,YPPH,YNWN,PER,ZNE,2022-11-01 08:30:00.000000 UTC,2022-11-01 10:15:00.000000 UTC
2022-05-04,QFA508,QF508,7C6D9E,B738,PAX,VH-VXS,QFA,QF,Qantas,YSSY,YBBN,SYD,BNE,2022-11-01 21:05:00.000000 UTC,2022-11-01 22:35:00.000000 UTC
2022-05-05,QFA1206,QF1206,7C6DD6,B738,PAX,VH-VZC,QFA,QF,Qantas,YPPH,YPPD,PER,PHE,2022-11-01 22:50:00.000000 UTC,2022-11-02 00:55:00.000000 UTC
2022-05-06,JST602,JQ602,7C7651,A320,PAX,VH-XNN,JST,JQ,Jetstar Airways,YMAV,YSSY,AVV,SYD,2022-11-01 19:00:00.000000 UTC,2022-11-01 20:25:00.000000 UTC
2022-05-07,VOZ730,VA730,7C7AA1,B738,PAX,VH-YIB,VOZ,VA,Virgin Australia,YBCG,YMML,OOL,MEL,2022-10-31 22:25:00.000000 UTC,2022-11-01 00:45:00.000000 UTC
2022-05-08,VOZ234,VA234,7C7C9B,B738,PAX,VH-YWD,VOZ,VA,Virgin Australia,YPAD,YMML,ADL,MEL,2022-11-01 06:10:00.000000 UTC,2022-11-01 07:30:00.000000 UTC
2022-05-09,RXA4512,ZL4512,7C80AD,SF34,PAX,VH-ZPB,RXA,ZL,Regional Express,YPAD,YWHA,ADL,WYA,2022-11-01 20:10:00.000000 UTC,2022-11-01 21:00:00.000000 UTC
2022-05-10,AIC454,AI454,800373,A319,PAX,VT-SCF,AIC,AI,Air India,VIAR,VIDP,ATQ,DEL,2022-11-01 02:35:00.000000 UTC,2022-11-01 03:50:00.000000 UTC
2022-05-11,AIC540,AI540,80052D,A321,PAX,VT-PPQ,AIC,AI,Air India,VIDP,VOMM,DEL,MAA,2022-11-01 15:10:00.000000 UTC,2022-11-01 18:05:00.000000 UTC
2022-05-12,AIC805,AI805,800584,B77W,PAX,VT-ALU,AIC,AI,Air India,VIDP,VABB,DEL,BOM,2022-11-01 14:30:00.000000 UTC,2022-11-01 16:40:00.000000 UTC
2022-05-13,AIC625,AI625,800588,A320,PAX,VT-EDE,AIC,AI,Air India,VABB,VILK,BOM,LKO,2022-11-01 05:45:00.000000 UTC,2022-11-01 07:50:00.000000 UTC
2022-05-14,AIC626,AI626,800588,A320,PAX,VT-EDE,AIC,AI,Air India,VILK,VABB,LKO,BOM,2022-11-01 08:45:00.000000 UTC,2022-11-01 11:10:00.000000 UTC
2022-05-15,IGO2187,6E2187,8007DF,A320,PAX,VT-IFV,IGO,6E,IndiGo   ,VIDP,VOHS,DEL,HYD,2022-11-01 09:40:00.000000 UTC,2022-11-01 11:55:00.000000 UTC
2022-05-16,IGO221,6E+221,800C75,A20N,PAX,VT-IVF,IGO,6E,IndiGo   ,VOBL,VERC,BLR,IXR,2022-11-01 12:15:00.000000 UTC,2022-11-01 14:40:00.000000 UTC
2022-05-17,VTI977,UK977,800C8E,A20N,PAX,VT-TNH,VTI,UK,Vistara,VIDP,VABB,DEL,BOM,2022-11-01 13:30:00.000000 UTC,2022-11-01 15:45:00.000000 UTC
2022-05-18,IGO7181,6E7181,800CC2,AT76,PAX,VT-IYH,IGO,6E,IndiGo   ,VOBL,VOTK,BLR,TCR,2022-11-01 07:50:00.000000 UTC,2022-11-01 09:25:00.000000 UTC
2022-05-19,AIC342,AI342,800CC8,A20N,PAX,VT-EXO,AIC,AI,Air India,VABB,WSSS,BOM,SIN,2022-11-01 18:05:00.000000 UTC,2022-11-01 23:45:00.000000 UTC
2022-05-20,SEJ385,SG385,800D14,B38M,PAX,VT-MXE,SEJ,SG,SpiceJet,VABB,VEGK,BOM,GOP,2022-11-01 02:15:00.000000 UTC,2022-11-01 04:45:00.000000 UTC
2022-05-21,IAD792,I5792,800D3C,A320,PAX,VT-KUL,IAD,I5,AirAsia India,VIDP,VEGT,DEL,GAU,2022-11-01 06:50:00.000000 UTC,2022-11-01 09:25:00.000000 UTC
2022-05-22,IGO6223,6E6223,800D87,A20N,PAX,VT-IJB,IGO,6E,IndiGo   ,VOHS,VEPT,HYD,PAT,2022-11-01 10:20:00.000000 UTC,2022-11-01 12:25:00.000000 UTC
2022-05-23,IAD1782,I51782,800D8B,A320,PAX,VT-BKK,IAD,I5,AirAsia India,VOVZ,VOBL,VTZ,BLR,2022-11-01 11:35:00.000000 UTC,2022-11-01 13:05:00.000000 UTC
2022-05-24,IGO2116,6E2116,800D8C,A20N,PAX,VT-IJF,IGO,6E,IndiGo   ,VIDN,VIDP,DED,DEL,2022-11-01 10:00:00.000000 UTC,2022-11-01 10:45:00.000000 UTC
2022-05-25,VTI886,UK886,800DA0,A20N,PAX,VT-TNN,VTI,UK,Vistara,VOCI,VIDP,COK,DEL,2022-11-01 14:15:00.000000 UTC,2022-11-01 17:10:00.000000 UTC
2022-05-26,IGO2279,6E2279,801394,A21N,PAX,VT-IUF,IGO,6E,IndiGo   ,VABP,VIDP,BHO,DEL,2022-11-01 16:15:00.000000 UTC,2022-11-01 17:40:00.000000 UTC
2022-05-27,IGO063,6E+63,8013A5,A20N,PAX,VT-IJR,IGO,6E,IndiGo   ,VABB,OMDB,BOM,DXB,2022-11-01 03:00:00.000000 UTC,2022-11-01 06:25:00.000000 UTC
2022-05-28,IAD1983,I51983,8013CA,A320,PAX,VT-VNS,IAD,I5,AirAsia India,VOBL,VOHS,BLR,HYD,2022-11-01 10:10:00.000000 UTC,2022-11-01 11:20:00.000000 UTC
2022-05-29,GOW718,G8718,8.013E+11,A20N,PAX,VT-WJM,GOW,G8,Go Airlines,VAAH,VIDP,AMD,DEL,2022-11-01 14:00:00.000000 UTC,2022-11-01 15:45:00.000000 UTC
2022-05-30,IGO5021,6E5021,801427,A21N,PAX,VT-ILO,IGO,6E,IndiGo   ,VOBL,VIDP,BLR,DEL,2022-11-01 00:05:00.000000 UTC,2022-11-01 02:55:00.000000 UTC
2022-05-31,IGO2253,6E2253,80145B,A21N,PAX,VT-ILS,IGO,6E,IndiGo   ,VECC,VIDP,CCU,DEL,2022-11-01 22:55:00.000000 UTC,2022-11-02 01:30:00.000000 UTC
2022-06-01,IGO5984,6E5984,80145F,A21N,PAX,VT-IIG,IGO,6E,IndiGo   ,VAPO,VIAL,PNQ,IXD,2022-11-01 08:00:00.000000 UTC,2022-11-01 09:55:00.000000 UTC
2022-06-02,IGO7957,6E7957,80149F,AT76,PAX,VT-IRB,IGO,6E,IndiGo   ,VEKU,VEBI,IXS,SHL,2022-11-01 04:30:00.000000 UTC,2022-11-01 05:30:00.000000 UTC
